,source,edge_type,target,weight
19415,Promethazine,"In biochemistry, compound {} binds protein","Aldehyde oxidase (1.2.3.1 {ECO:0000269|PubMed:22996261, ECO:0000269|PubMed:26322824}) (Aldehyde oxidase 1) (Azaheterocycle hydroxylase) (1.17.3.- {ECO:0000269|PubMed:7786031, ECO:0000269|PubMed:9224775})",0.1116009801626205
19416,Promethazine,"In biochemistry, compound {} binds protein",Muscarinic acetylcholine receptor M4,5.501636769622564e-05
19417,Promethazine,"In biochemistry, compound {} binds protein",Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD_antigen=CD230),0.0039398362860083
19418,Promethazine,"In biochemistry, compound {} binds protein",Histamine H1 receptor (H1R) (HH1R),0.0029330090619623
19419,Promethazine,"In biochemistry, compound {} binds protein",Sigma non-opioid intracellular receptor 1 (Aging-associated gene 8 protein) (SR31747-binding protein) (SR-BP) (Sigma 1-type opioid receptor) (SIG-1R) (Sigma1-receptor) (Sigma1R) (hSigmaR1),0.0047322930768132
19420,Promethazine,"In biochemistry, compound {} binds protein",Muscarinic acetylcholine receptor M5,4.047479524160735e-05
19421,Promethazine,"In biochemistry, compound {} binds protein",Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a),5.291591151035391e-06
19422,Promethazine,"In biochemistry, compound {} binds protein",5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6),0.0005319436313584
19423,Promethazine,"In biochemistry, compound {} binds protein",Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),0.0013113432796671
19424,Promethazine,"In biochemistry, compound {} binds protein",D (Dopamine D2 receptor),5.9004769354942255e-06
19425,Promethazine,"In biochemistry, compound {} binds protein",D (Dopamine D1 receptor),8.991923095891252e-06
19426,Promethazine,"In biochemistry, compound {} binds protein",Muscarinic acetylcholine receptor M2,3.6292120057623833e-05
19427,Promethazine,"In biochemistry, compound {} binds protein",Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c),5.768205483036581e-06
19428,Promethazine,"In biochemistry, compound {} binds protein",5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),0.0003548653330653
19429,Promethazine,"In biochemistry, compound {} binds protein",Cholinesterase (3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase),0.0014320561895146
19430,Promethazine,"In biochemistry, compound {} binds protein","Cytochrome P450 2D6 (1.14.14.- {ECO:0000269|PubMed:18698000, ECO:0000269|PubMed:21289075}) (CYPIID6) (Cholesterol 25-hydroxylase) (Cytochrome P450-DB1) (Debrisoquine 4-hydroxylase)",0.0655070319771766
19431,Promethazine,"In biochemistry, compound {} binds protein",Sodium-dependent noradrenaline transporter (Norepinephrine transporter) (NET) (Solute carrier family 6 member 2),1.2418433470884338e-05
19432,Promethazine,"In biochemistry, compound {} binds protein",Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR),0.0001466963440179
19433,Promethazine,"In biochemistry, compound {} binds protein",5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),0.0044884551316499
19434,Promethazine,"In biochemistry, compound {} binds protein",Sodium-dependent serotonin transporter (SERT {ECO:0000250|UniProtKB:P31652}) (5HT transporter) (5HTT) (Solute carrier family 6 member 4),0.0559182837605476
19435,Promethazine,"In biochemistry, compound {} binds protein",Muscarinic acetylcholine receptor M1,3.440978252911009e-05
19436,Promethazine,"In biochemistry, compound {} binds protein",D (Dopamine D3 receptor),1.0711793947848491e-05
19437,Promethazine,"In biochemistry, compound {} binds protein",5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),0.0002266924420837
19438,Promethazine,"In biochemistry, compound {} binds protein",Histamine H4 receptor (H4R) (HH4R) (AXOR35) (G-protein coupled receptor 105) (GPRv53) (Pfi-013) (SP9144),0.0196221377700567
19439,Promethazine,"In biochemistry, compound {} binds protein",FAD-linked sulfhydryl oxidase ALR (1.8.3.2) (Augmenter of liver regeneration) (hERV1) (Hepatopoietin),0.000756818219088
19440,Promethazine,"In biochemistry, compound {} binds protein",Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR),0.0001813661074265
19441,Promethazine,"In biochemistry, compound {} binds protein",Solute carrier family 22 member 1 (Organic cation transporter 1) (hOCT1),0.023712558671832
19442,Promethazine,"In biochemistry, compound {} binds protein",Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I),0.0009411502396687
19443,Promethazine,Compound {} causes side effect,Surgical intervention,8.28774591354886e-06
19444,Promethazine,Compound {} causes side effect,Thrombocytopenia,4.845322564506205e-06
19445,Promethazine,Compound {} causes side effect,Dizziness,9.550884669806692e-07
19446,Promethazine,Compound {} causes side effect,Injection site phlebitis,1.9246499505243264e-05
19447,Promethazine,Compound {} causes side effect,Jaundice,8.021110261324793e-05
19448,Promethazine,Compound {} causes side effect,Nasal congestion,4.150964798554924e-07
19449,Promethazine,Compound {} causes side effect,Coordination abnormal,1.5745979908388108e-05
19450,Promethazine,Compound {} causes side effect,Delirium,1.2370081492463214e-07
19451,Promethazine,Compound {} causes side effect,Surgery,9.784088433661964e-06
19452,Promethazine,Compound {} causes side effect,Confusional state,3.4695331123657525e-05
19453,Promethazine,Compound {} causes side effect,Erythema,3.038867362192832e-06
19454,Promethazine,Compound {} causes side effect,Apnoea,1.1860601745183885e-07
19455,Promethazine,Compound {} causes side effect,Palpitations,3.4218249567175014e-08
19456,Promethazine,Compound {} causes side effect,Bradycardia,7.821226688520255e-08
19457,Promethazine,Compound {} causes side effect,Depression,5.78306071474799e-07
19458,Promethazine,Compound {} causes side effect,Diarrhoea,3.860160688873293e-07
19459,Promethazine,Compound {} causes side effect,Leukopenia,1.1447787073848303e-06
19460,Promethazine,Compound {} causes side effect,Extrapyramidal symptoms,9.689048141581225e-08
19461,Promethazine,Compound {} causes side effect,Constipation,1.3217548655575229e-07
19462,Promethazine,Compound {} causes side effect,Extravasation,8.382857004107791e-07
19463,Promethazine,Compound {} causes side effect,Catatonia,5.811928076582262e-07
19464,Promethazine,Compound {} causes side effect,Aplastic anaemia,4.787156285601668e-05
19465,Promethazine,Compound {} causes side effect,Abscess,2.1392866074165795e-06
19466,Promethazine,Compound {} causes side effect,Sensory loss,6.724048580508679e-05
19467,Promethazine,Compound {} causes side effect,Protrusion tongue,0.0001228008331963
19468,Promethazine,Compound {} causes side effect,Asthenia,6.453085461544106e-07
19469,Promethazine,Compound {} causes side effect,Insomnia,1.2365536861125292e-07
19470,Promethazine,Compound {} causes side effect,Asthma,5.649334866575373e-07
19471,Promethazine,Compound {} causes side effect,Extrapyramidal disorder,1.1775275510217399e-07
19472,Promethazine,Compound {} causes side effect,Pain,4.8675548896426335e-05
19473,Promethazine,Compound {} causes side effect,Necrosis,2.315204437763896e-05
19474,Promethazine,Compound {} causes side effect,Venous thrombosis,1.0291196304024195e-06
19475,Promethazine,Compound {} causes side effect,Convulsive seizure,1.1487228590567613e-07
19476,Promethazine,Compound {} causes side effect,Pruritus,4.7936191549524665e-06
19477,Promethazine,Compound {} causes side effect,Gangrene,5.188496743357973e-06
19478,Promethazine,Compound {} causes side effect,Drowsiness,1.451116077078041e-06
19479,Promethazine,Compound {} causes side effect,Nervousness,2.651473187142983e-05
19480,Promethazine,Compound {} causes side effect,Decreased appetite,3.374364041519584e-07
19481,Promethazine,Compound {} causes side effect,Lassitude,0.00011230626842
19482,Promethazine,Compound {} causes side effect,Tinnitus,1.896979847515468e-05
19483,Promethazine,Compound {} causes side effect,Feeling abnormal,7.225837634905474e-07
19484,Promethazine,Compound {} causes side effect,Muscle spasms,2.3404194848808402e-07
19485,Promethazine,Compound {} causes side effect,Diplopia,4.463779532670742e-06
19486,Promethazine,Compound {} causes side effect,Neuroleptic malignant syndrome,3.066075393576284e-08
19487,Promethazine,Compound {} causes side effect,Syncope,1.0815469977387693e-06
19488,Promethazine,Compound {} causes side effect,Oedema,5.258472810965031e-06
19489,Promethazine,Compound {} causes side effect,Hallucination,1.911299705170677e-07
19490,Promethazine,Compound {} causes side effect,Dyspepsia,1.496870396522354e-07
19491,Promethazine,Compound {} causes side effect,Nightmare,7.020247267064406e-06
19492,Promethazine,Compound {} causes side effect,Phlebitis,6.49402954877587e-06
19493,Promethazine,Compound {} causes side effect,Paralysis,1.176822138404532e-06
19494,Promethazine,Compound {} causes side effect,Photosensitivity,3.760328127100365e-06
19495,Promethazine,Compound {} causes side effect,Injection site reaction,0.0001203834181069
19496,Promethazine,Compound {} causes side effect,Pulmonary function test decreased,6.173660949571058e-05
19497,Promethazine,Compound {} causes side effect,Urinary retention,2.49359146664574e-07
19498,Promethazine,Compound {} causes side effect,Disorientation,1.798099219740834e-06
19499,Promethazine,Compound {} causes side effect,Nerve injury,4.626439476851374e-05
19500,Promethazine,Compound {} causes side effect,Dermatitis,2.3195659082375641e-07
19501,Promethazine,Compound {} causes side effect,Respiration irregularity,1.854300899140071e-05
19502,Promethazine,Compound {} causes side effect,Agranulocytosis,5.127504323354515e-07
19503,Promethazine,Compound {} causes side effect,Fatigue,7.092650776030496e-06
19504,Promethazine,Compound {} causes side effect,Respiratory disorder,3.491605582439661e-07
19505,Promethazine,Compound {} causes side effect,Thrombocytopenic purpura,3.599896444939077e-06
19506,Promethazine,Compound {} causes side effect,Conversion disorder,1.0807773520582489e-07
19507,Promethazine,Compound {} causes side effect,Arrhythmia,3.7817876545886975e-06
19508,Promethazine,Compound {} causes side effect,Convulsion,1.2734413701309677e-07
19509,Promethazine,Compound {} causes side effect,Dyskinesia,5.805513865198009e-07
19510,Promethazine,Compound {} causes side effect,Shock,2.3480890376959e-05
19511,Promethazine,Compound {} causes side effect,Tremor,2.434406451357063e-05
19512,Promethazine,Compound {} causes side effect,Epigastric distress,7.070827905408805e-07
19513,Promethazine,Compound {} causes side effect,Tension,3.594041845644824e-05
19514,Promethazine,Compound {} causes side effect,Hypotension,1.777717528739231e-07
19515,Promethazine,Compound {} causes side effect,Anxiety,1.1717806046362966e-05
19516,Promethazine,Compound {} causes side effect,Swelling,1.4512123414078817e-07
19517,Promethazine,Compound {} causes side effect,Respiratory depression,3.39388435577348e-07
19518,Promethazine,Compound {} causes side effect,Dermatitis contact,0.0002189230872318
19519,Promethazine,Compound {} causes side effect,Anaphylactic shock,2.1452562577906065e-05
19520,Promethazine,Compound {} causes side effect,Rash,2.1909774659434333e-05
19521,Promethazine,Compound {} causes side effect,Torticollis,1.5438323316629976e-05
19522,Promethazine,Compound {} causes side effect,Jaundice cholestatic,4.67049321741797e-05
19523,Promethazine,Compound {} causes side effect,Dry mouth,6.925571506144479e-05
19524,Promethazine,Compound {} causes side effect,Agitation,8.455656370642828e-07
19525,Promethazine,Compound {} causes side effect,Tachycardia,1.430291467841016e-05
19526,Promethazine,Compound {} causes side effect,Tardive dyskinesia,1.022248852677876e-05
19527,Promethazine,Compound {} causes side effect,Irritability,5.163601599633694e-07
19528,Promethazine,Compound {} causes side effect,Euphoric mood,4.1789135707404057e-07
19529,Promethazine,Compound {} causes side effect,Urinary hesitation,4.37196177927035e-07
19530,Promethazine,Compound {} causes side effect,Vision blurred,5.5807881835789885e-06
19531,Promethazine,Compound {} causes side effect,Somnolence,2.245752739327145e-07
19532,Promethazine,Compound {} causes side effect,Photosensitivity reaction,4.271722718840465e-05
19533,Promethazine,Compound {} causes side effect,Appetite absent,1.7740063412929885e-05
19534,Promethazine,Compound {} causes side effect,Loss of consciousness,7.818573794793338e-05
19535,Promethazine,Compound {} causes side effect,Thrombophlebitis,8.301235538965557e-06
19536,Promethazine,Compound {} causes side effect,Hysteria,2.7026841053157117e-05
19537,Promethazine,Compound {} causes side effect,Oculogyric crisis,4.066452675033361e-06
19538,patent foramen ovale,Disease {} resembles disease,branch retinal artery occlusion,2.756473986664787e-05
19539,patent foramen ovale,Disease {} resembles disease,central retinal artery occlusion,2.7033818696509115e-05
19540,patent foramen ovale,Disease {} resembles disease,obstructive sleep apnea,9.179094377032015e-06
19541,patent foramen ovale,Disease {} resembles disease,cardiac tamponade,6.670335278613493e-05
19542,patent foramen ovale,Disease {} resembles disease,coronary thrombosis,4.812656698049977e-06
19543,patent foramen ovale,Disease {} resembles disease,heart cancer,0.0002043895219685
19544,patent foramen ovale,Disease {} resembles disease,atrial fibrillation,1.1951154192502145e-05
19545,patent foramen ovale,Disease {} resembles disease,heart disease,0.0001884785597212
19546,patent foramen ovale,Disease {} resembles disease,endocarditis,1.035078184941085e-05
19547,patent foramen ovale,Disease {} resembles disease,thrombosis,1.2864272321166936e-05
19548,patent foramen ovale,Disease {} presents symptom,Dizziness,1.081199025065871e-05
19549,dissociated nystagmus,Disease {} presents symptom,Dizziness,0.0003288408333901
19550,spontaneous ocular nystagmus,Disease {} presents symptom,Dizziness,5.425992185337236e-06
19551,pathologic nystagmus,Disease {} presents symptom,Dizziness,7.943167474877555e-06
19552,anemia,Disease {} localizes to anatomy,middle cerebral artery,1.609892387932632e-05
19553,coronary artery disease,Compound {} is contraindicated in disease,Rizatriptan Benzoate,1.3206029052525992e-06
19554,coronary artery disease,Compound {} is contraindicated in disease,Eletriptan,2.274353846587473e-06
19555,cortical blindness,Disease {} localizes to anatomy,posterior cerebral artery,0.0002439967502141
19556,cerebellar disease,Disease {} localizes to anatomy,cerebral artery,8.488513230986428e-06
19557,cerebellar disease,Disease {} presents symptom,Dizziness,1.0693261174310464e-05
19558,Zavegepant,"In biochemistry, compound {} binds protein","Cytochrome P450 2D6 (1.14.14.- {ECO:0000269|PubMed:18698000, ECO:0000269|PubMed:21289075}) (CYPIID6) (Cholesterol 25-hydroxylase) (Cytochrome P450-DB1) (Debrisoquine 4-hydroxylase)",0.065709039568901
19559,Zavegepant,"In biochemistry, compound {} binds protein","Cytochrome P450 2C9 (1.14.14.1 {ECO:0000269|PubMed:12865317, ECO:0000269|PubMed:21576599, ECO:0000269|PubMed:9435160, ECO:0000269|PubMed:9866708}) () (1.14.14.53 {ECO:0000269|PubMed:11950794}) () (1.14.14.51 {ECO:0000269|PubMed:11950794}) () (1.14.14.52 {ECO:0000269|PubMed:11950794}) (CYPIIC9) (Cholesterol 25-hydroxylase) (Cytochrome P-450MP) (Cytochrome P450 MP-4) (Cytochrome P450 MP-8) (Cytochrome P450 PB-1) (S-mephenytoin 4-hydroxylase)",0.0841973572969436
19560,Zavegepant,"In biochemistry, compound {} binds protein",Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor),2.8902718440804165e-06
